method,model,aggregation,version,train_time_s,train_acc,valid_acc,mrr,hits_1,hits_3,hits_10,conformal_cov_a0.01,conformal_size_a0.01,conformal_cov_a0.05,conformal_size_a0.05,conformal_cov_a0.1,conformal_size_a0.1
lgbm_subtract,qwen,sum,fb237_v1_ind_seed7006,2.4,0.933568,0.560976,0.669427,0.556604,0.759434,0.858491,1.0,120.0142,0.981132,79.0943,0.867925,13.2311
lgbm_subtract,qwen,sum,fb237_v1_ind_seed7007,1.7,0.937059,0.548077,0.672612,0.533333,0.8,0.885714,0.995238,110.7,0.980952,62.5524,0.966667,35.8048
lgbm_subtract,qwen,sum,fb237_v1_ind_seed7008,2.2,0.938663,0.586538,0.702196,0.574879,0.811594,0.898551,0.980676,69.43,0.961353,41.942,0.927536,20.1594
lgbm_subtract,qwen,sum,fb237_v1_ind_seed7009,1.7,0.941,0.507614,0.673581,0.555556,0.758454,0.859903,1.0,130.7729,0.94686,43.2995,0.898551,22.2802
lgbm_subtract,qwen,sum,fb237_v1_ind_seed7010,2.6,0.938724,0.564593,0.638716,0.504902,0.730392,0.843137,0.995098,118.3333,0.941176,46.2304,0.892157,21.1225
lgbm_subtract,qwen,sum,fb237_v2_ind_seed7001,3.6,0.914945,0.516269,0.656993,0.518124,0.761194,0.863539,1.0,130.371,0.93177,36.3454,0.869936,13.597
lgbm_subtract,qwen,sum,fb237_v2_ind_seed7002,3.8,0.914355,0.518201,0.657754,0.53125,0.754167,0.85,0.995833,136.5625,0.952083,54.5396,0.90625,20.4312
lgbm_subtract,qwen,sum,fb237_v2_ind_seed7003,3.4,0.91297,0.528908,0.630821,0.48847,0.746331,0.853249,0.991614,125.2956,0.955975,55.3396,0.907757,20.9266
lgbm_subtract,qwen,sum,fb237_v2_ind_seed7004,3.5,0.913785,0.519651,0.607755,0.47234,0.708511,0.804255,0.978723,103.9383,0.934043,53.4085,0.876596,19.0064
lgbm_subtract,qwen,sum,fb237_v2_ind_seed7005,3.9,0.912823,0.52,0.686545,0.552521,0.798319,0.878151,0.991597,101.5651,0.932773,30.3634,0.890756,14.7815
lgbm_subtract,qwen,sum,fb237_v2_ind_seed7006,3.4,0.912876,0.525532,0.637614,0.503212,0.743041,0.852248,0.997859,128.4861,0.950749,36.1606,0.875803,13.8051
lgbm_subtract,qwen,sum,fb237_v2_ind_seed7007,3.9,0.914976,0.528908,0.651866,0.51134,0.758763,0.863918,0.995876,125.0598,0.964948,57.4165,0.917526,21.2103
lgbm_subtract,qwen,sum,fb237_v2_ind_seed7008,3.8,0.917792,0.494692,0.671278,0.528541,0.784355,0.879493,0.993658,119.7209,0.966173,58.1882,0.906977,17.2368
lgbm_subtract,qwen,sum,fb237_v2_ind_seed7009,3.3,0.914203,0.501071,0.646796,0.508621,0.75431,0.849138,0.980603,94.5216,0.94181,44.2931,0.859914,13.806
lgbm_subtract,qwen,sum,fb237_v2_ind_seed7010,4.5,0.913942,0.528261,0.673057,0.523305,0.79661,0.891949,0.989407,111.7818,0.942797,33.7754,0.919492,14.1992
lgbm_subtract,qwen,sum,fb237_v3_ind_seed7001,5.5,0.930927,0.584971,0.695109,0.578947,0.79405,0.871854,0.987414,106.3627,0.959954,46.024,0.894737,12.8902
lgbm_subtract,qwen,sum,fb237_v3_ind_seed7002,6.7,0.93109,0.602804,0.687619,0.5625,0.782955,0.873864,0.988636,103.15,0.936364,22.8739,0.882955,9.725
lgbm_subtract,qwen,sum,fb237_v3_ind_seed7003,9.8,0.931179,0.570104,0.679698,0.558087,0.774487,0.871298,0.980638,86.1697,0.924829,21.5353,0.867882,7.3645
lgbm_subtract,qwen,sum,fb237_v3_ind_seed7004,5.4,0.931217,0.588571,0.703867,0.588103,0.804714,0.877666,0.994388,115.1291,0.956229,47.7497,0.907969,14.8866
lgbm_subtract,qwen,sum,fb237_v3_ind_seed7005,6.8,0.929383,0.556701,0.689722,0.576835,0.775229,0.873853,0.989679,105.2385,0.947248,39.8853,0.894495,12.2821
lgbm_subtract,qwen,sum,fb237_v3_ind_seed7006,6.7,0.931492,0.570115,0.707728,0.586833,0.807037,0.897843,0.985244,105.496,0.951192,38.1918,0.914869,13.5119
lgbm_subtract,qwen,sum,fb237_v3_ind_seed7007,6.1,0.931226,0.578465,0.693897,0.568946,0.790267,0.881808,0.989571,97.9641,0.946698,36.7254,0.899189,10.774
lgbm_subtract,qwen,sum,fb237_v3_ind_seed7008,6.7,0.927219,0.576212,0.696024,0.58248,0.78157,0.887372,0.997725,118.3458,0.940842,30.5609,0.896473,9.7167
lgbm_subtract,qwen,sum,fb237_v3_ind_seed7009,6.4,0.927152,0.568966,0.708212,0.591014,0.798387,0.894009,0.996544,130.2028,0.958525,46.0357,0.89977,11.5484
lgbm_subtract,qwen,sum,fb237_v3_ind_seed7010,5.9,0.930881,0.58105,0.712896,0.595622,0.801843,0.890553,0.995392,101.5841,0.951613,32.0104,0.908986,10.8088
lgbm_subtract,roberta,sum,fb237_v1_ind_seed7001,2.0,0.940911,0.590674,0.682503,0.53271,0.813084,0.873832,1.0,112.4065,0.953271,37.6916,0.88785,13.3785
lgbm_subtract,roberta,sum,fb237_v1_ind_seed7002,2.1,0.938353,0.535545,0.641623,0.514019,0.742991,0.831776,0.981308,88.6121,0.948598,43.0888,0.883178,20.3785
lgbm_subtract,roberta,sum,fb237_v1_ind_seed7003,1.9,0.938632,0.558824,0.611754,0.485849,0.698113,0.839623,0.981132,93.75,0.924528,39.2264,0.853774,15.9717
lgbm_subtract,roberta,sum,fb237_v1_ind_seed7004,1.8,0.935354,0.509346,0.66752,0.552381,0.771429,0.828571,0.985714,114.2571,0.933333,44.6571,0.9,24.4571
lgbm_subtract,roberta,sum,fb237_v1_ind_seed7005,2.2,0.941444,0.544601,0.64279,0.490476,0.77619,0.857143,0.995238,115.4619,0.957143,52.119,0.909524,17.419
lgbm_subtract,roberta,sum,fb237_v1_ind_seed7006,2.4,0.933568,0.595122,0.668999,0.542453,0.773585,0.882075,1.0,119.5,0.95283,39.8774,0.910377,16.2783
lgbm_subtract,roberta,sum,fb237_v1_ind_seed7007,2.1,0.937059,0.528846,0.743703,0.628571,0.838095,0.909524,1.0,92.7857,0.985714,53.581,0.947619,19.8333
lgbm_subtract,roberta,sum,fb237_v1_ind_seed7008,1.9,0.938663,0.543269,0.704555,0.589372,0.811594,0.879227,0.985507,83.2464,0.951691,36.8116,0.927536,21.2754
lgbm_subtract,roberta,sum,fb237_v1_ind_seed7009,1.7,0.941,0.502538,0.698748,0.594203,0.78744,0.826087,1.0,128.1449,0.94686,41.9855,0.869565,17.0773
lgbm_subtract,roberta,sum,fb237_v1_ind_seed7010,2.1,0.938724,0.598086,0.63291,0.5,0.740196,0.828431,1.0,120.2941,0.887255,22.9657,0.813725,9.0784
lgbm_subtract,roberta,sum,fb237_v2_ind_seed7001,3.2,0.915425,0.494577,0.65295,0.520256,0.761194,0.855011,0.995736,124.4051,0.950959,51.307,0.889126,13.8721
lgbm_subtract,roberta,sum,fb237_v2_ind_seed7002,3.6,0.914837,0.498929,0.653927,0.514583,0.7625,0.852083,0.99375,117.1417,0.95625,46.5271,0.895833,20.9417
lgbm_subtract,roberta,sum,fb237_v2_ind_seed7003,3.9,0.913934,0.522484,0.639328,0.501048,0.750524,0.844864,0.993711,134.26,0.937107,39.4004,0.87631,15.283
lgbm_subtract,roberta,sum,fb237_v2_ind_seed7004,3.2,0.914025,0.504367,0.608683,0.46383,0.72766,0.808511,0.997872,140.8191,0.919149,40.8851,0.885106,19.6128
lgbm_subtract,roberta,sum,fb237_v2_ind_seed7005,3.7,0.912823,0.528421,0.662767,0.518908,0.773109,0.87605,0.989496,106.8151,0.951681,34.145,0.905462,14.6702
lgbm_subtract,roberta,sum,fb237_v2_ind_seed7006,3.1,0.913598,0.519149,0.632899,0.501071,0.723769,0.847966,0.995717,128.4454,0.946467,33.9936,0.90364,16.9208
lgbm_subtract,roberta,sum,fb237_v2_ind_seed7007,3.2,0.914734,0.524625,0.643231,0.507216,0.748454,0.841237,0.991753,129.2866,0.969072,55.3897,0.917526,20.7876
lgbm_subtract,roberta,sum,fb237_v2_ind_seed7008,3.0,0.91731,0.509554,0.633129,0.486258,0.763214,0.856237,0.991543,118.1734,0.955603,58.9027,0.885835,17.2368
lgbm_subtract,roberta,sum,fb237_v2_ind_seed7009,3.3,0.914444,0.488223,0.638583,0.497845,0.75,0.844828,0.976293,95.8836,0.935345,33.5733,0.868534,14.8039
lgbm_subtract,roberta,sum,fb237_v2_ind_seed7010,3.7,0.913942,0.55,0.681805,0.540254,0.800847,0.883475,0.991525,97.1483,0.949153,35.7436,0.898305,12.036
lgbm_subtract,roberta,sum,fb237_v3_ind_seed7001,5.5,0.930792,0.581503,0.67667,0.55492,0.7746,0.869565,0.995423,125.0069,0.955378,39.8947,0.897025,12.6281
lgbm_subtract,roberta,sum,fb237_v3_ind_seed7002,6.0,0.93109,0.587617,0.69536,0.580682,0.785227,0.870455,0.990909,103.7364,0.95,34.5989,0.886364,11.7443
lgbm_subtract,roberta,sum,fb237_v3_ind_seed7003,6.7,0.931044,0.589803,0.689232,0.568337,0.780182,0.878132,0.985194,96.5034,0.937358,29.8656,0.884966,10.3702
lgbm_subtract,roberta,sum,fb237_v3_ind_seed7004,5.4,0.931353,0.590857,0.678553,0.564534,0.766554,0.857464,0.994388,130.4568,0.953984,52.6453,0.895623,15.1279
lgbm_subtract,roberta,sum,fb237_v3_ind_seed7005,6.7,0.929383,0.550974,0.691221,0.582569,0.769495,0.873853,0.987385,100.8796,0.950688,43.5998,0.891055,11.2041
lgbm_subtract,roberta,sum,fb237_v3_ind_seed7006,6.4,0.931492,0.567816,0.692084,0.573212,0.77412,0.886493,0.992054,95.6266,0.948922,30.6924,0.908059,10.8751
lgbm_subtract,roberta,sum,fb237_v3_ind_seed7007,5.9,0.93109,0.570447,0.698598,0.579374,0.787949,0.885284,0.996524,106.898,0.964079,44.5423,0.904983,13.7984
lgbm_subtract,roberta,sum,fb237_v3_ind_seed7008,7.3,0.927219,0.571594,0.68402,0.568828,0.769056,0.882821,0.996587,114.876,0.953356,36.2059,0.901024,11.4357
lgbm_subtract,roberta,sum,fb237_v3_ind_seed7009,6.0,0.927152,0.578161,0.696345,0.585253,0.781106,0.881336,0.993088,111.9447,0.961982,44.0058,0.914747,16.4988
lgbm_subtract,roberta,sum,fb237_v3_ind_seed7010,7.0,0.931016,0.570776,0.718207,0.599078,0.809908,0.890553,0.995392,108.432,0.955069,35.1694,0.919355,13.1175
lgbm_concat,qwen,sum,fb237_v1_ind_seed7001,2.2,0.940911,0.683938,0.748793,0.630841,0.859813,0.911215,0.995327,116.7804,0.957944,23.3458,0.906542,5.8551
lgbm_concat,qwen,sum,fb237_v1_ind_seed7002,2.3,0.938353,0.620853,0.727606,0.621495,0.827103,0.869159,0.990654,90.028,0.934579,24.5421,0.841121,5.3879
lgbm_concat,qwen,sum,fb237_v1_ind_seed7003,2.2,0.938129,0.637255,0.76559,0.669811,0.849057,0.919811,0.995283,108.566,0.915094,10.1132,0.867925,4.533
lgbm_concat,qwen,sum,fb237_v1_ind_seed7004,2.3,0.935354,0.61215,0.783841,0.690476,0.857143,0.92381,0.985714,95.4667,0.933333,14.7286,0.9,7.0048
lgbm_concat,qwen,sum,fb237_v1_ind_seed7005,2.4,0.941444,0.671362,0.735483,0.590476,0.861905,0.928571,0.995238,78.6952,0.980952,30.9571,0.9,7.0476
lgbm_concat,qwen,sum,fb237_v1_ind_seed7006,2.4,0.933568,0.643902,0.763853,0.65566,0.863208,0.924528,1.0,113.0094,0.962264,29.9198,0.924528,9.4811
lgbm_concat,qwen,sum,fb237_v1_ind_seed7007,2.0,0.937059,0.615385,0.791685,0.680952,0.885714,0.938095,1.0,104.9429,0.995238,53.7905,0.952381,10.9714
lgbm_concat,qwen,sum,fb237_v1_ind_seed7008,2.2,0.938663,0.620192,0.781134,0.671498,0.874396,0.927536,1.0,110.3092,0.961353,14.5604,0.922705,5.8261
lgbm_concat,qwen,sum,fb237_v1_ind_seed7009,1.8,0.936,0.64467,0.760745,0.647343,0.869565,0.89372,1.0,129.5024,0.937198,20.7536,0.898551,7.6377
lgbm_concat,qwen,sum,fb237_v1_ind_seed7010,2.7,0.938724,0.69378,0.74943,0.627451,0.857843,0.906863,0.995098,109.6765,0.936275,16.8088,0.892157,5.4314
lgbm_concat,qwen,sum,fb237_v2_ind_seed7001,3.6,0.913984,0.62039,0.756194,0.626866,0.8742,0.916844,0.997868,113.29,0.936034,12.3689,0.899787,4.3113
lgbm_concat,qwen,sum,fb237_v2_ind_seed7002,4.5,0.914113,0.601713,0.742686,0.6125,0.858333,0.914583,0.9875,109.2125,0.958333,34.9229,0.914583,7.8
lgbm_concat,qwen,sum,fb237_v2_ind_seed7003,3.9,0.913211,0.605996,0.738162,0.607966,0.863732,0.899371,1.0,139.4277,0.943396,21.3543,0.8826,5.0566
lgbm_concat,qwen,sum,fb237_v2_ind_seed7004,3.6,0.912584,0.591703,0.719487,0.593617,0.831915,0.895745,0.997872,113.2468,0.925532,17.8298,0.870213,5.2745
lgbm_concat,qwen,sum,fb237_v2_ind_seed7005,3.8,0.911374,0.644211,0.74767,0.615546,0.863445,0.92437,0.995798,102.6092,0.955882,17.5756,0.892857,4.7731
lgbm_concat,qwen,sum,fb237_v2_ind_seed7006,3.5,0.913357,0.63617,0.741181,0.61242,0.860814,0.910064,1.0,128.2484,0.961456,29.3983,0.897216,4.7473
lgbm_concat,qwen,sum,fb237_v2_ind_seed7007,3.7,0.914493,0.64454,0.760082,0.624742,0.874227,0.942268,0.997938,118.0722,0.975258,23.4887,0.929897,5.1093
lgbm_concat,qwen,sum,fb237_v2_ind_seed7008,3.5,0.914899,0.602972,0.736003,0.602537,0.852008,0.909091,0.987315,91.5328,0.938689,19.6195,0.900634,5.9937
lgbm_concat,qwen,sum,fb237_v2_ind_seed7009,3.7,0.913963,0.601713,0.753671,0.622845,0.881466,0.926724,0.989224,101.7845,0.946121,16.4547,0.903017,4.4181
lgbm_concat,qwen,sum,fb237_v2_ind_seed7010,4.2,0.913462,0.623913,0.76024,0.622881,0.889831,0.934322,0.980932,52.1398,0.95339,9.2415,0.887712,2.9534
lgbm_concat,qwen,sum,fb237_v3_ind_seed7001,6.3,0.930927,0.671676,0.778113,0.671625,0.875286,0.913043,0.996568,95.0423,0.956522,18.5755,0.901602,3.8249
lgbm_concat,qwen,sum,fb237_v3_ind_seed7002,6.5,0.930955,0.704439,0.777988,0.668182,0.875,0.931818,0.985227,66.8284,0.923864,5.9591,0.886364,2.6432
lgbm_concat,qwen,sum,fb237_v3_ind_seed7003,9.5,0.930909,0.692932,0.78936,0.685649,0.88041,0.928246,0.979499,47.0319,0.937358,9.1993,0.889522,2.5923
lgbm_concat,qwen,sum,fb237_v3_ind_seed7004,5.3,0.929589,0.677714,0.787865,0.682379,0.888889,0.920314,0.998878,105.6386,0.95174,21.3558,0.91358,4.6611
lgbm_concat,qwen,sum,fb237_v3_ind_seed7005,6.8,0.929248,0.671249,0.773988,0.674312,0.860092,0.91055,0.990826,83.344,0.944954,17.4851,0.879587,3.7511
lgbm_concat,qwen,sum,fb237_v3_ind_seed7006,7.0,0.931492,0.672414,0.799222,0.690125,0.903519,0.936436,0.982974,51.2985,0.948922,8.6799,0.891033,2.5834
lgbm_concat,qwen,sum,fb237_v3_ind_seed7007,6.8,0.93109,0.68614,0.792615,0.690614,0.881808,0.933951,0.996524,85.5574,0.95365,10.0614,0.892236,2.5295
lgbm_concat,qwen,sum,fb237_v3_ind_seed7008,6.4,0.927219,0.674365,0.791791,0.690557,0.887372,0.931741,0.993174,87.9397,0.948805,14.0967,0.902162,3.339
lgbm_concat,qwen,sum,fb237_v3_ind_seed7009,7.0,0.927152,0.691954,0.785026,0.684332,0.873272,0.93318,0.995392,107.6624,0.950461,14.1498,0.896313,3.3906
lgbm_concat,qwen,sum,fb237_v3_ind_seed7010,7.6,0.931016,0.676941,0.802483,0.690092,0.906682,0.955069,0.99424,82.9885,0.965438,10.4585,0.930876,3.0841
lgbm_concat,roberta,sum,fb237_v1_ind_seed7001,2.5,0.940911,0.65285,0.726888,0.584112,0.859813,0.920561,1.0,119.4813,0.934579,14.5514,0.88785,3.9953
lgbm_concat,roberta,sum,fb237_v1_ind_seed7002,2.3,0.938353,0.63981,0.735851,0.630841,0.813084,0.901869,0.981308,41.2243,0.948598,18.9439,0.864486,6.785
lgbm_concat,roberta,sum,fb237_v1_ind_seed7003,2.0,0.937626,0.593137,0.72765,0.617925,0.825472,0.896226,0.976415,52.8113,0.90566,12.2028,0.863208,5.8632
lgbm_concat,roberta,sum,fb237_v1_ind_seed7004,2.1,0.935354,0.621495,0.755956,0.633333,0.857143,0.919048,0.980952,84.5524,0.957143,23.2857,0.92381,10.4
lgbm_concat,roberta,sum,fb237_v1_ind_seed7005,2.3,0.941444,0.652582,0.740808,0.604762,0.847619,0.92381,1.0,104.3429,0.97619,22.2238,0.9,6.819
lgbm_concat,roberta,sum,fb237_v1_ind_seed7006,2.4,0.933568,0.653659,0.772069,0.660377,0.867925,0.919811,1.0,111.7594,0.962264,33.066,0.90566,6.3962
lgbm_concat,roberta,sum,fb237_v1_ind_seed7007,2.2,0.936556,0.639423,0.79205,0.67619,0.904762,0.942857,1.0,121.1524,0.990476,33.4857,0.961905,7.581
lgbm_concat,roberta,sum,fb237_v1_ind_seed7008,2.4,0.93816,0.629808,0.771623,0.642512,0.89372,0.932367,0.990338,64.0966,0.961353,19.1159,0.903382,3.7295
lgbm_concat,roberta,sum,fb237_v1_ind_seed7009,1.8,0.938,0.629442,0.757894,0.666667,0.835749,0.879227,1.0,132.657,0.94686,27.6473,0.898551,8.2222
lgbm_concat,roberta,sum,fb237_v1_ind_seed7010,2.6,0.938724,0.69378,0.746056,0.622549,0.867647,0.897059,1.0,110.951,0.941176,19.5196,0.857843,4.1324
lgbm_concat,roberta,sum,fb237_v2_ind_seed7001,4.2,0.914945,0.624729,0.750773,0.626866,0.857143,0.925373,1.0,142.2729,0.940299,13.0746,0.869936,3.4989
lgbm_concat,roberta,sum,fb237_v2_ind_seed7002,3.4,0.913148,0.59743,0.730494,0.608333,0.839583,0.89375,0.995833,121.8208,0.925,19.6854,0.8875,5.5396
lgbm_concat,roberta,sum,fb237_v2_ind_seed7003,3.7,0.912729,0.584582,0.729407,0.599581,0.838574,0.907757,0.993711,117.5367,0.953878,24.6897,0.897275,6.2977
lgbm_concat,roberta,sum,fb237_v2_ind_seed7004,3.8,0.912824,0.613537,0.702444,0.57234,0.810638,0.891489,0.991489,85.1681,0.910638,12.3426,0.851064,3.7064
lgbm_concat,roberta,sum,fb237_v2_ind_seed7005,4.2,0.911857,0.633684,0.745356,0.60084,0.880252,0.926471,0.995798,92.0126,0.966387,22.9685,0.920168,5.7941
lgbm_concat,roberta,sum,fb237_v2_ind_seed7006,3.8,0.911191,0.62766,0.731606,0.603854,0.847966,0.910064,0.995717,85.3769,0.959315,19.1756,0.88651,4.3812
lgbm_concat,roberta,sum,fb237_v2_ind_seed7007,4.3,0.914493,0.608137,0.735339,0.604124,0.845361,0.915464,1.0,142.7732,0.962887,28.1031,0.909278,6.4021
lgbm_concat,roberta,sum,fb237_v2_ind_seed7008,3.5,0.915381,0.590234,0.748715,0.604651,0.875264,0.934461,0.991543,105.277,0.964059,27.5603,0.932347,7.5222
lgbm_concat,roberta,sum,fb237_v2_ind_seed7009,4.0,0.914684,0.582441,0.725339,0.590517,0.849138,0.900862,0.987069,75.3319,0.943966,23.1853,0.900862,5.6853
lgbm_concat,roberta,sum,fb237_v2_ind_seed7010,4.4,0.913702,0.628261,0.755941,0.612288,0.889831,0.940678,0.974576,47.2013,0.944915,7.2013,0.887712,2.8856
lgbm_concat,roberta,sum,fb237_v3_ind_seed7001,6.0,0.930792,0.66474,0.772131,0.662471,0.871854,0.927918,0.989703,79.6762,0.957666,18.7986,0.907323,4.0526
lgbm_concat,roberta,sum,fb237_v3_ind_seed7002,6.9,0.93109,0.688084,0.768464,0.6625,0.8625,0.913636,0.995455,90.058,0.930682,7.6375,0.865909,2.6818
lgbm_concat,roberta,sum,fb237_v3_ind_seed7003,6.5,0.930909,0.685979,0.770902,0.664009,0.871298,0.922551,0.976082,56.4465,0.937358,10.7027,0.8918,3.1583
lgbm_concat,roberta,sum,fb237_v3_ind_seed7004,6.1,0.93081,0.669714,0.782851,0.673401,0.87991,0.925926,0.995511,113.3861,0.96633,25.4635,0.916947,5.4736
lgbm_concat,roberta,sum,fb237_v3_ind_seed7005,6.4,0.929248,0.667812,0.751685,0.645642,0.840596,0.900229,0.988532,68.8567,0.938073,19.3257,0.875,3.6972
lgbm_concat,roberta,sum,fb237_v3_ind_seed7006,6.8,0.931357,0.681609,0.788092,0.677639,0.891033,0.935301,0.989784,65.8456,0.947787,10.2974,0.901249,2.8978
lgbm_concat,roberta,sum,fb237_v3_ind_seed7007,6.5,0.93109,0.652921,0.788048,0.683662,0.885284,0.928158,0.994206,88.3638,0.949015,14.219,0.902665,3.2607
lgbm_concat,roberta,sum,fb237_v3_ind_seed7008,7.2,0.927219,0.677829,0.771648,0.663254,0.866894,0.919226,0.997725,99.5427,0.948805,15.2594,0.897611,4.3185
lgbm_concat,roberta,sum,fb237_v3_ind_seed7009,7.3,0.927152,0.678161,0.794171,0.695853,0.881336,0.93318,0.995392,103.1475,0.958525,19.0841,0.920507,4.1014
lgbm_concat,roberta,sum,fb237_v3_ind_seed7010,6.7,0.931016,0.676941,0.788265,0.671659,0.898618,0.941244,0.995392,91.5392,0.971198,15.9747,0.925115,3.7627
feature_translation,qwen,sum,fb237_v1_ind_seed7001,2.6,0.633951,0.554404,0.636658,0.514019,0.719626,0.859813,0.990654,112.2383,0.957944,25.972,0.920561,12.271
feature_translation,qwen,sum,fb237_v1_ind_seed7002,2.6,0.640222,0.516588,0.565045,0.453271,0.61215,0.747664,1.0,123.757,0.906542,20.9439,0.831776,10.8318
feature_translation,qwen,sum,fb237_v1_ind_seed7003,2.6,0.631288,0.504902,0.624559,0.518868,0.688679,0.806604,1.0,104.4198,0.943396,28.3774,0.877358,9.717
feature_translation,qwen,sum,fb237_v1_ind_seed7004,2.5,0.633838,0.462617,0.635253,0.528571,0.680952,0.847619,0.995238,119.2714,0.952381,39.4571,0.938095,16.7524
feature_translation,qwen,sum,fb237_v1_ind_seed7005,2.5,0.64311,0.492958,0.598764,0.490476,0.642857,0.82381,0.971429,68.3667,0.928571,18.6952,0.9,11.9
feature_translation,qwen,sum,fb237_v1_ind_seed7006,2.6,0.634122,0.580488,0.602989,0.495283,0.646226,0.830189,0.990566,120.4528,0.962264,33.0943,0.896226,12.9623
feature_translation,qwen,sum,fb237_v1_ind_seed7007,2.5,0.625378,0.5,0.651967,0.557143,0.709524,0.82381,1.0,122.0619,0.995238,60.8238,0.961905,21.4857
feature_translation,qwen,sum,fb237_v1_ind_seed7008,2.5,0.627451,0.509615,0.618555,0.507246,0.676329,0.850242,0.985507,87.372,0.961353,28.6473,0.898551,10.7585
feature_translation,qwen,sum,fb237_v1_ind_seed7009,2.5,0.6345,0.48731,0.600083,0.483092,0.661836,0.821256,0.995169,119.4396,0.951691,27.3478,0.888889,12.5314
feature_translation,qwen,sum,fb237_v1_ind_seed7010,2.5,0.637368,0.555024,0.588851,0.495098,0.627451,0.75,0.995098,102.4706,0.970588,39.2255,0.877451,11.3088
feature_translation,qwen,sum,fb237_v2_ind_seed7001,6.4,0.555983,0.472885,0.624335,0.50533,0.701493,0.808102,1.0,104.194,0.989339,43.4499,0.91258,15.1962
feature_translation,qwen,sum,fb237_v2_ind_seed7002,6.5,0.564294,0.426124,0.607671,0.495833,0.670833,0.8,0.989583,103.3208,0.9625,50.1562,0.910417,17.8312
feature_translation,qwen,sum,fb237_v2_ind_seed7003,6.2,0.565574,0.471092,0.597263,0.469602,0.666667,0.823899,1.0,144.891,0.964361,47.0881,0.920335,21.522
feature_translation,qwen,sum,fb237_v2_ind_seed7004,6.1,0.552834,0.449782,0.585819,0.47234,0.657447,0.768085,0.991489,95.0553,0.921277,27.9128,0.870213,14.2234
feature_translation,qwen,sum,fb237_v2_ind_seed7005,6.4,0.549384,0.454737,0.584218,0.453782,0.659664,0.808824,0.991597,101.479,0.960084,34.6765,0.913866,15.2773
feature_translation,qwen,sum,fb237_v2_ind_seed7006,6.3,0.549218,0.514894,0.58319,0.464668,0.655246,0.788009,0.982869,74.4861,0.950749,30.8158,0.87152,12.6081
feature_translation,qwen,sum,fb237_v2_ind_seed7007,6.1,0.554348,0.458244,0.577407,0.459794,0.651546,0.764948,0.995876,125.8557,0.948454,36.4928,0.909278,19.8907
feature_translation,qwen,sum,fb237_v2_ind_seed7008,6.0,0.563163,0.462845,0.571322,0.454545,0.636364,0.792812,0.995772,110.7019,0.945032,25.7273,0.887949,12.649
feature_translation,qwen,sum,fb237_v2_ind_seed7009,6.2,0.563326,0.481799,0.567785,0.4375,0.642241,0.778017,0.99569,110.194,0.956897,38.0409,0.911638,14.3276
feature_translation,qwen,sum,fb237_v2_ind_seed7010,6.2,0.548077,0.491304,0.575976,0.457627,0.635593,0.779661,0.997881,87.4004,0.957627,32.1081,0.902542,14.7246
feature_translation,qwen,sum,fb237_v3_ind_seed7001,12.0,0.535415,0.495954,0.586312,0.497712,0.617849,0.762014,0.991991,105.2666,0.953089,47.7551,0.897025,19.4325
feature_translation,qwen,sum,fb237_v3_ind_seed7002,11.8,0.535063,0.510514,0.565117,0.470455,0.610227,0.751136,0.992045,108.142,0.961364,54.3614,0.897727,22.4693
feature_translation,qwen,sum,fb237_v3_ind_seed7003,11.6,0.536912,0.478563,0.589104,0.48861,0.636674,0.773349,0.984055,97.2733,0.953303,49.6777,0.922551,22.3872
feature_translation,qwen,sum,fb237_v3_ind_seed7004,11.5,0.531,0.526857,0.591187,0.488215,0.638608,0.787879,0.992144,96.9282,0.94725,37.6992,0.916947,19.7733
feature_translation,qwen,sum,fb237_v3_ind_seed7005,11.8,0.533685,0.461627,0.582695,0.482798,0.641055,0.751147,0.995413,136.992,0.951835,52.0333,0.897936,21.7718
feature_translation,qwen,sum,fb237_v3_ind_seed7006,12.1,0.536285,0.47931,0.596804,0.507378,0.637911,0.76958,0.996595,121.6822,0.948922,40.6436,0.896708,17.7934
feature_translation,qwen,sum,fb237_v3_ind_seed7007,11.6,0.529388,0.482245,0.598057,0.498262,0.648899,0.783314,0.987254,96.5122,0.964079,50.5377,0.915411,21.4438
feature_translation,qwen,sum,fb237_v3_ind_seed7008,11.9,0.535308,0.476905,0.599606,0.500569,0.651877,0.771331,0.986348,107.1365,0.957907,46.7224,0.890785,18.8328
feature_translation,qwen,sum,fb237_v3_ind_seed7009,11.8,0.531153,0.493103,0.588182,0.498848,0.620968,0.764977,0.990783,112.8111,0.943548,43.4263,0.894009,18.144
feature_translation,qwen,sum,fb237_v3_ind_seed7010,11.6,0.532531,0.495434,0.586719,0.493088,0.631336,0.75,0.987327,108.265,0.964286,55.4712,0.915899,21.5369
feature_translation,roberta,sum,fb237_v1_ind_seed7001,2.5,0.641963,0.518135,0.626222,0.495327,0.696262,0.897196,0.990654,122.3318,0.971963,25.8925,0.920561,8.9907
feature_translation,roberta,sum,fb237_v1_ind_seed7002,2.6,0.645781,0.492891,0.58638,0.476636,0.640187,0.82243,1.0,104.7103,0.953271,26.5607,0.88785,11.3645
feature_translation,roberta,sum,fb237_v1_ind_seed7003,2.5,0.649899,0.529412,0.59182,0.476415,0.660377,0.778302,1.0,119.2594,0.910377,16.0991,0.820755,8.3726
feature_translation,roberta,sum,fb237_v1_ind_seed7004,2.4,0.643939,0.481308,0.631923,0.504762,0.719048,0.880952,1.0,120.1905,0.980952,52.5762,0.933333,14.7143
