method,model,aggregation,version,train_time_s,train_acc,valid_acc,mrr,hits_1,hits_3,hits_10,conformal_cov_a0.01,conformal_size_a0.01,conformal_cov_a0.05,conformal_size_a0.05,conformal_cov_a0.1,conformal_size_a0.1
IMC,qwen,sum,fb237_v1_ind_seed7008,158.8,0.877325,0.701923,0.811317,0.700483,0.908213,0.956522,1.0,53.8019,0.951691,3.6715,0.927536,2.3188
IMC,qwen,sum,fb237_v1_ind_seed7009,157.1,0.8755,0.685279,0.820511,0.719807,0.913043,0.975845,0.995169,12.1884,0.932367,3.4155,0.908213,2.3575
IMC,qwen,sum,fb237_v1_ind_seed7010,167.8,0.861878,0.722488,0.800269,0.681373,0.901961,0.97549,0.995098,14.4216,0.931373,3.2892,0.877451,2.1961
IMC,roberta,sum,fb237_v1_ind_seed7001,208.2,0.86029,0.725389,0.812398,0.686916,0.925234,0.985981,0.985981,8.9439,0.971963,3.5327,0.934579,2.1682
IMC,roberta,sum,fb237_v1_ind_seed7002,209.1,0.856998,0.734597,0.745369,0.616822,0.864486,0.953271,0.995327,32.8692,0.943925,4.6636,0.859813,2.3318
IMC,roberta,sum,fb237_v1_ind_seed7003,202.1,0.857646,0.715686,0.780439,0.650943,0.900943,0.976415,1.0,16.3679,0.95283,4.5,0.910377,2.6226
IMC,roberta,sum,fb237_v1_ind_seed7004,202.4,0.864646,0.654206,0.835091,0.747619,0.919048,0.971429,0.995238,14.7524,0.952381,5.2429,0.919048,2.1619
IMC,roberta,sum,fb237_v1_ind_seed7005,202.8,0.854619,0.71831,0.819353,0.7,0.928571,0.985714,0.995238,26.1143,0.957143,3.4,0.919048,2.2048
IMC,roberta,sum,fb237_v1_ind_seed7006,214.5,0.847509,0.712195,0.801904,0.679245,0.90566,0.962264,1.0,44.4151,0.966981,4.7075,0.896226,2.0519
IMC,roberta,sum,fb237_v1_ind_seed7007,200.1,0.873615,0.716346,0.814552,0.690476,0.92381,0.990476,1.0,23.1667,0.957143,3.4571,0.92381,2.1333
IMC,roberta,sum,fb237_v1_ind_seed7008,207.5,0.868778,0.658654,0.830193,0.729469,0.913043,0.980676,1.0,22.5604,0.971014,4.2367,0.917874,2.2319
IMC,roberta,sum,fb237_v1_ind_seed7009,200.7,0.87,0.680203,0.805419,0.676329,0.927536,0.995169,1.0,83.5652,0.971014,3.4155,0.917874,1.8986
IMC,roberta,sum,fb237_v1_ind_seed7010,206.8,0.859367,0.746411,0.795753,0.671569,0.901961,0.970588,1.0,30.8186,0.97549,6.1176,0.901961,2.0245
IMC,qwen,sum,fb237_v2_ind_seed7001,431.9,0.859443,0.689805,0.808151,0.684435,0.929638,0.98081,1.0,23.9851,0.948827,2.693,0.901919,1.8188
IMC,qwen,sum,fb237_v2_ind_seed7002,412.3,0.838842,0.700214,0.812554,0.69375,0.922917,0.975,0.985417,10.7771,0.964583,3.6042,0.908333,1.8604
IMC,qwen,sum,fb237_v2_ind_seed7003,423.0,0.841128,0.695931,0.805855,0.683438,0.920335,0.983229,1.0,24.1006,0.955975,3.6457,0.886792,1.7987
IMC,qwen,sum,fb237_v2_ind_seed7004,399.8,0.846302,0.681223,0.78223,0.655319,0.895745,0.97234,0.993617,32.0511,0.925532,2.5085,0.851064,1.6638
IMC,qwen,sum,fb237_v2_ind_seed7005,413.6,0.838928,0.711579,0.80112,0.668067,0.920168,0.976891,1.0,25.4874,0.939076,2.7206,0.897059,1.6408
IMC,qwen,sum,fb237_v2_ind_seed7006,404.7,0.858002,0.702128,0.793414,0.670236,0.905782,0.972163,0.993576,19.3876,0.957173,3.1734,0.875803,1.6874
IMC,qwen,sum,fb237_v2_ind_seed7007,416.9,0.854831,0.698073,0.807171,0.682474,0.913402,0.983505,1.0,20.6763,0.938144,2.3361,0.896907,1.701
IMC,qwen,sum,fb237_v2_ind_seed7008,457.7,0.8527,0.675159,0.803947,0.676533,0.92389,0.97463,0.995772,19.2431,0.966173,4.1734,0.902748,1.814
IMC,qwen,sum,fb237_v2_ind_seed7009,423.3,0.844028,0.67666,0.798674,0.674569,0.918103,0.971983,0.993534,21.7306,0.935345,2.4353,0.894397,1.7716
IMC,qwen,sum,fb237_v2_ind_seed7010,430.8,0.825481,0.713043,0.820435,0.70339,0.930085,0.974576,0.991525,16.0805,0.949153,2.9788,0.904661,1.6462
IMC,roberta,sum,fb237_v2_ind_seed7001,405.1,0.821961,0.672451,0.799284,0.675906,0.91258,0.976546,0.995736,20.1215,0.927505,2.6141,0.884861,1.7974
IMC,roberta,sum,fb237_v2_ind_seed7002,397.6,0.826297,0.674518,0.790759,0.672917,0.902083,0.960417,0.975,9.1292,0.9375,3.4917,0.883333,1.9583
IMC,roberta,sum,fb237_v2_ind_seed7003,373.7,0.801591,0.668094,0.795605,0.677149,0.899371,0.974843,0.997904,37.1908,0.951782,4.3019,0.901468,2.2201
IMC,roberta,sum,fb237_v2_ind_seed7004,397.0,0.84318,0.679039,0.779428,0.651064,0.893617,0.957447,0.987234,22.7128,0.923404,2.9426,0.887234,1.9149
IMC,roberta,sum,fb237_v2_ind_seed7005,411.1,0.83772,0.705263,0.808396,0.684874,0.92437,0.981092,1.0,32.4433,0.962185,3.4622,0.905462,1.9622
IMC,roberta,sum,fb237_v2_ind_seed7006,408.4,0.840193,0.693617,0.794332,0.663812,0.907923,0.974304,0.989293,16.3876,0.963597,4.0857,0.916488,2.3319
IMC,roberta,sum,fb237_v2_ind_seed7007,385.4,0.807729,0.672377,0.792705,0.670103,0.903093,0.981443,0.995876,16.4536,0.929897,3.1773,0.868041,1.8474
IMC,roberta,sum,fb237_v2_ind_seed7008,386.0,0.829074,0.675159,0.793359,0.674419,0.892178,0.966173,0.991543,20.3404,0.961945,4.3679,0.892178,1.9894
IMC,roberta,sum,fb237_v2_ind_seed7009,383.8,0.855564,0.640257,0.775954,0.644397,0.887931,0.971983,0.991379,25.3772,0.939655,3.2091,0.896552,2.1573
IMC,roberta,sum,fb237_v2_ind_seed7010,385.5,0.816346,0.708696,0.792329,0.65678,0.923729,0.972458,0.980932,10.7394,0.949153,2.8814,0.891949,1.7691
IMC,qwen,sum,fb237_v3_ind_seed7001,739.6,0.859151,0.74104,0.819555,0.718238,0.924485,0.987414,0.993135,11.7838,0.962243,3.0217,0.882151,1.5778
IMC,qwen,sum,fb237_v3_ind_seed7002,736.1,0.875152,0.748832,0.818955,0.715909,0.918182,0.980682,0.982955,6.4625,0.930682,2.1182,0.864773,1.5091
IMC,qwen,sum,fb237_v3_ind_seed7003,739.4,0.87358,0.752028,0.816667,0.711595,0.925968,0.985194,0.986333,6.1982,0.941913,2.2585,0.898633,1.6014
IMC,qwen,sum,fb237_v3_ind_seed7004,734.3,0.866233,0.747429,0.833602,0.73064,0.929293,0.984287,0.995511,10.2637,0.958474,3.1291,0.912458,1.6712
IMC,qwen,sum,fb237_v3_ind_seed7005,723.1,0.859984,0.728522,0.819623,0.715596,0.911697,0.972477,0.994266,13.75,0.926606,2.453,0.899083,1.7661
IMC,qwen,sum,fb237_v3_ind_seed7006,737.8,0.869483,0.722989,0.825358,0.716232,0.929625,0.979569,0.982974,6.3212,0.938706,2.1964,0.886493,1.5426
IMC,qwen,sum,fb237_v3_ind_seed7007,729.2,0.841778,0.725086,0.836399,0.74044,0.924681,0.983778,0.993048,11.5585,0.961761,2.9525,0.904983,1.7683
IMC,qwen,sum,fb237_v3_ind_seed7008,721.7,0.849161,0.729792,0.843694,0.745165,0.940842,0.98066,0.993174,12.3902,0.96587,2.7782,0.922639,1.7167
IMC,qwen,sum,fb237_v3_ind_seed7009,732.0,0.85025,0.725287,0.825992,0.718894,0.922811,0.986175,0.99424,15.7143,0.948157,2.6452,0.897465,1.6475
IMC,qwen,sum,fb237_v3_ind_seed7010,727.5,0.857433,0.704338,0.839939,0.736175,0.935484,0.986175,0.998848,15.7592,0.973502,2.9171,0.920507,1.7903
IMC,roberta,sum,fb237_v3_ind_seed7001,738.2,0.831441,0.723699,0.818736,0.710526,0.915332,0.981693,0.994279,12.9542,0.965675,3.3227,0.901602,1.7414
IMC,roberta,sum,fb237_v3_ind_seed7002,735.5,0.837725,0.735981,0.804318,0.697727,0.889773,0.980682,0.989773,8.4295,0.945455,3.0557,0.875,1.7841
IMC,roberta,sum,fb237_v3_ind_seed7003,719.3,0.831801,0.74044,0.807951,0.698178,0.90205,0.976082,0.993166,10.115,0.936219,2.5911,0.889522,1.7551
IMC,roberta,sum,fb237_v3_ind_seed7004,776.7,0.849139,0.736,0.817608,0.709315,0.915825,0.973064,0.993266,13.6207,0.965208,4.1414,0.914703,1.9136
IMC,roberta,sum,fb237_v3_ind_seed7005,717.2,0.843209,0.720504,0.800144,0.694954,0.891055,0.966743,0.987385,10.7511,0.940367,3.031,0.884174,1.8739
IMC,roberta,sum,fb237_v3_ind_seed7006,726.7,0.833875,0.713793,0.816589,0.710556,0.911464,0.970488,0.990919,13.6629,0.931896,2.2985,0.888763,1.6822
IMC,roberta,sum,fb237_v3_ind_seed7007,722.2,0.838535,0.718213,0.828819,0.733488,0.9073,0.975666,0.99073,9.8065,0.949015,2.9745,0.906141,1.8633
IMC,roberta,sum,fb237_v3_ind_seed7008,779.6,0.824675,0.733256,0.814195,0.70876,0.908987,0.974972,1.0,37.066,0.952218,3.1081,0.891923,1.818
IMC,roberta,sum,fb237_v3_ind_seed7009,777.7,0.835789,0.721839,0.817311,0.715438,0.904378,0.970046,0.995392,18.9251,0.968894,4.8157,0.906682,1.9412
IMC,roberta,sum,fb237_v3_ind_seed7010,717.0,0.846341,0.703196,0.826482,0.721198,0.927419,0.975806,0.99424,15.4654,0.963134,3.8076,0.918203,1.924
