model,aggregation,version,k,lambda,bias,n_seeds,valid_mrr_mean,valid_mrr_std,test_mrr_mean,test_mrr_std,valid_acc_mean,valid_acc_std,test_acc_mean,test_acc_std,hits_1_mean,hits_1_std,hits_3_mean,hits_3_std,hits_10_mean,hits_10_std,train_acc_mean,train_time_mean
qwen,sum,fb237_v1_ind,150,1000,96,3,0.633533,0.035677,0.6429,0.019107,0.483967,0.052595,0.499233,0.037028,0.499233,0.037028,0.747867,0.016572,0.871667,0.00261,0.520767,75
qwen,sum,fb237_v1_ind,175,1000,80,3,0.632233,0.023497,0.639367,0.014504,0.488867,0.0419,0.4961,0.018265,0.4961,0.018265,0.7465,0.012643,0.868633,0.015775,0.5114,83.566667
qwen,sum,fb237_v1_ind,150,1000,80,3,0.627433,0.027875,0.636067,0.019181,0.4824,0.043557,0.492833,0.030978,0.492833,0.030978,0.743467,0.014758,0.8685,0.001572,0.508533,74.133333
qwen,sum,fb237_v1_ind,125,1000,80,3,0.625333,0.04042,0.627567,0.031033,0.482633,0.062975,0.484533,0.041848,0.484533,0.041848,0.730367,0.018971,0.8684,0.004782,0.503533,63.066667
qwen,sum,fb237_v1_ind,150,1000,64,3,0.620067,0.03263,0.628467,0.017945,0.467667,0.052986,0.481767,0.025458,0.481767,0.025458,0.737033,0.010415,0.865267,0.015303,0.501,72.666667
qwen,sum,fb237_v1_ind,200,1000,80,3,0.6191,0.048455,0.6253,0.037239,0.473233,0.065413,0.4785,0.051539,0.4785,0.051539,0.725933,0.029321,0.860567,0.024137,0.497267,95.2
qwen,sum,fb237_v1_ind,125,1000,64,3,0.613433,0.022943,0.6263,0.020101,0.4654,0.030703,0.481833,0.030773,0.481833,0.030773,0.7353,0.007252,0.8511,0.007674,0.500667,61.133333
qwen,sum,fb237_v1_ind,50,1000,64,3,0.611967,0.033164,0.625567,0.022215,0.467567,0.05124,0.481767,0.037987,0.481767,0.037987,0.725633,0.017786,0.866933,0.006596,0.498133,30.3
qwen,sum,fb237_v1_ind,100,1000,64,3,0.6117,0.020664,0.627733,0.015968,0.4569,0.027902,0.478633,0.022743,0.478633,0.022743,0.7465,0.006149,0.8575,0.011905,0.4985,51.1
qwen,sum,fb237_v1_ind,75,1000,64,3,0.606,0.024605,0.6217,0.017323,0.4605,0.035238,0.484933,0.019981,0.484933,0.019981,0.714533,0.026529,0.8558,0.008571,0.497333,40.766667
qwen,sum,fb237_v1_ind,200,1000,64,3,0.603933,0.022964,0.611867,0.017986,0.453433,0.03367,0.462567,0.020552,0.462567,0.020552,0.712933,0.027483,0.855933,0.016018,0.489,94.1
qwen,sum,fb237_v1_ind,175,1000,64,3,0.596633,0.018987,0.6092,0.021601,0.449733,0.015616,0.4631,0.031926,0.4631,0.031926,0.719733,0.024369,0.843267,0.014494,0.479967,83.2
qwen,sum,fb237_v1_ind,50,1000,48,3,0.5836,0.029304,0.584267,0.023959,0.442233,0.047801,0.432467,0.034262,0.432467,0.034262,0.689367,0.00775,0.841533,0.008458,0.455,29.966667
qwen,sum,fb237_v1_ind,100,1000,48,3,0.582667,0.038896,0.5917,0.030407,0.437833,0.047419,0.443967,0.0488,0.443967,0.0488,0.690833,0.017556,0.844667,0.018071,0.462967,50.633333
qwen,sum,fb237_v1_ind,200,1000,48,3,0.580367,0.025953,0.5908,0.031301,0.4323,0.033607,0.437033,0.035512,0.437033,0.035512,0.696933,0.035825,0.847933,0.006374,0.468233,92.166667
qwen,sum,fb237_v1_ind,75,1000,48,3,0.574467,0.03406,0.583867,0.021281,0.4258,0.041736,0.431133,0.023347,0.431133,0.023347,0.684467,0.026633,0.842967,0.010576,0.459533,40.233333
qwen,sum,fb237_v1_ind,150,1000,48,3,0.571733,0.042479,0.5852,0.028928,0.423067,0.062405,0.4403,0.032402,0.4403,0.032402,0.6779,0.034315,0.8352,0.006684,0.456,71.7
qwen,sum,fb237_v1_ind,175,1000,48,3,0.5668,0.03112,0.5779,0.023496,0.417833,0.045284,0.429167,0.029013,0.429167,0.029013,0.676533,0.014903,0.8431,0.012558,0.449167,81.766667
qwen,sum,fb237_v1_ind,125,1000,48,3,0.5637,0.01932,0.5785,0.019749,0.417133,0.038084,0.432433,0.023139,0.432433,0.023139,0.6844,0.020251,0.828867,0.005727,0.448367,61
qwen,sum,fb237_v1_ind,175,1000,32,3,0.538167,0.02279,0.536833,0.010098,0.4024,0.035203,0.383533,0.006389,0.383533,0.006389,0.6305,0.020544,0.817767,0.015963,0.413033,81.3
qwen,sum,fb237_v1_ind,125,1000,32,3,0.527633,0.033839,0.527533,0.019595,0.386267,0.044244,0.3821,0.025389,0.3821,0.025389,0.608733,0.021814,0.805233,0.018576,0.409167,60.733333
qwen,sum,fb237_v1_ind,150,1000,32,3,0.525167,0.032591,0.527567,0.021115,0.386533,0.056377,0.378633,0.017721,0.378633,0.017721,0.6131,0.019615,0.793833,0.01699,0.409667,71.233333
qwen,sum,fb237_v1_ind,200,1000,32,3,0.5151,0.048439,0.5183,0.028356,0.378433,0.056066,0.372433,0.034138,0.372433,0.034138,0.586367,0.025511,0.798833,0.042466,0.399733,91.4
qwen,sum,fb237_v1_ind,75,1000,32,3,0.505967,0.05888,0.5066,0.062931,0.3755,0.065944,0.363767,0.063065,0.363767,0.063065,0.5839,0.084981,0.7792,0.052206,0.384833,40.3
qwen,sum,fb237_v1_ind,50,1000,32,3,0.5011,0.076651,0.504933,0.077445,0.370767,0.084223,0.365267,0.075397,0.365267,0.075397,0.5648,0.092341,0.7648,0.065074,0.390233,29.833333
qwen,sum,fb237_v1_ind,100,1000,32,3,0.492233,0.068213,0.502033,0.059595,0.3543,0.079261,0.361333,0.061491,0.361333,0.061491,0.564167,0.04742,0.7924,0.031223,0.374367,50.366667
qwen,sum,fb237_v1_ind,150,1000,16,3,0.439833,0.021604,0.423867,0.004974,0.295667,0.014641,0.2713,0.026205,0.2713,0.026205,0.4864,0.011511,0.733533,0.028704,0.307333,68.133333
qwen,sum,fb237_v1_ind,125,1000,16,3,0.437633,0.028904,0.431767,0.018542,0.289367,0.032236,0.2792,0.026101,0.2792,0.026101,0.492933,0.008571,0.759133,0.002511,0.3053,48.333333
qwen,sum,fb237_v1_ind,100,1000,16,3,0.437133,0.018868,0.44,0.007402,0.291967,0.031326,0.290167,0.016601,0.290167,0.016601,0.500767,0.008376,0.754333,0.006783,0.3169,43.733333
qwen,sum,fb237_v1_ind,50,1000,16,3,0.428767,0.019465,0.4211,0.006583,0.285867,0.019098,0.272767,0.018995,0.272767,0.018995,0.4802,0.001652,0.722433,0.045229,0.2842,26.9
qwen,sum,fb237_v1_ind,75,1000,16,3,0.421333,0.024526,0.431367,0.006104,0.2708,0.036792,0.277433,0.010798,0.277433,0.010798,0.491333,0.005975,0.754267,0.014002,0.290533,34.4
qwen,sum,fb237_v1_ind,175,1000,16,3,0.418633,0.007085,0.414733,0.015656,0.263133,0.016079,0.255533,0.035105,0.255533,0.035105,0.4752,0.027067,0.7271,0.040371,0.277967,73.1
qwen,sum,fb237_v1_ind,200,1000,16,3,0.4158,0.013534,0.405767,0.019524,0.266633,0.030991,0.2493,0.045643,0.2493,0.045643,0.467633,0.012492,0.733333,0.050307,0.287633,77.833333
