model,aggregation,version,k,lambda,bias,n_seeds,valid_mrr_mean,valid_mrr_std,test_mrr_mean,test_mrr_std,valid_acc_mean,valid_acc_std,test_acc_mean,test_acc_std,hits_1_mean,hits_1_std,hits_3_mean,hits_3_std,hits_10_mean,hits_10_std,train_acc_mean,train_time_mean
roberta,sum,fb237_v1_ind,200,500,16,3,0.653967,0.02534,0.667367,0.023555,0.523733,0.040608,0.542233,0.032758,0.542233,0.032758,0.7482,0.021509,0.871667,0.00261,0.540467,103.066667
roberta,sum,fb237_v1_ind,75,500,16,3,0.653967,0.024685,0.663433,0.007343,0.53,0.035413,0.535733,0.013704,0.535733,0.013704,0.7463,0.013346,0.8701,0.005866,0.538667,44.033333
roberta,sum,fb237_v1_ind,50,500,16,3,0.651267,0.02897,0.6665,0.019892,0.527,0.040962,0.543533,0.029474,0.543533,0.029474,0.7403,0.01992,0.882667,0.0153,0.538967,32.733333
roberta,sum,fb237_v1_ind,100,1000,96,3,0.645467,0.029984,0.651067,0.029801,0.5205,0.040479,0.521833,0.042305,0.521833,0.042305,0.7323,0.018636,0.871633,0.008851,0.5211,56.1
roberta,sum,fb237_v1_ind,75,1000,96,3,0.643867,0.025095,0.6576,0.027902,0.520267,0.035468,0.5359,0.035711,0.5359,0.035711,0.724467,0.025233,0.873267,0.01111,0.523267,44.8
roberta,sum,fb237_v1_ind,125,1000,96,3,0.640367,0.026145,0.651267,0.023075,0.513667,0.034619,0.524767,0.028292,0.524767,0.028292,0.732433,0.026806,0.870033,0.00705,0.520767,67.8
roberta,sum,fb237_v1_ind,50,1000,96,3,0.638867,0.026314,0.6495,0.029456,0.5104,0.036324,0.521733,0.037643,0.521733,0.037643,0.7292,0.021225,0.8686,0.017632,0.514067,32.733333
roberta,sum,fb237_v1_ind,150,1000,96,3,0.638433,0.021831,0.651567,0.025356,0.510233,0.031678,0.526367,0.030921,0.526367,0.030921,0.7292,0.021225,0.868433,0.00982,0.520267,79.8
roberta,sum,fb237_v1_ind,175,1000,96,3,0.638367,0.021569,0.652733,0.018604,0.510167,0.03008,0.5278,0.025703,0.5278,0.025703,0.735567,0.024109,0.8654,0.009715,0.521933,88.6
roberta,sum,fb237_v1_ind,200,1000,96,3,0.637533,0.022664,0.6544,0.021465,0.507,0.033435,0.5311,0.026309,0.5311,0.026309,0.732433,0.026806,0.8701,0.003928,0.522933,102.733333
roberta,sum,fb237_v1_ind,100,1000,80,3,0.633633,0.030744,0.6443,0.021883,0.507033,0.037253,0.518467,0.033504,0.518467,0.033504,0.722733,0.015047,0.859033,0.013826,0.5099,56
roberta,sum,fb237_v1_ind,175,1000,80,3,0.631433,0.025103,0.650933,0.022534,0.496967,0.034676,0.526433,0.033648,0.526433,0.033648,0.726033,0.01972,0.862267,0.010293,0.510733,87.433333
roberta,sum,fb237_v1_ind,150,1000,80,3,0.629633,0.033981,0.641133,0.009315,0.503767,0.048768,0.518267,0.020976,0.518267,0.020976,0.714633,0.008088,0.8512,0.016831,0.508233,79.066667
roberta,sum,fb237_v1_ind,75,1000,80,3,0.626367,0.030011,0.640967,0.024379,0.4956,0.040264,0.512167,0.033457,0.512167,0.033457,0.724367,0.017737,0.8622,0.007255,0.510533,44.766667
roberta,sum,fb237_v1_ind,125,1000,80,3,0.6215,0.052144,0.637067,0.032248,0.494633,0.06046,0.510433,0.040242,0.510433,0.040242,0.711567,0.018415,0.8606,0.013418,0.500633,66.833333
roberta,sum,fb237_v1_ind,50,1000,64,3,0.619367,0.028455,0.6263,0.011053,0.490533,0.038934,0.4978,0.021259,0.4978,0.021259,0.705167,0.00852,0.8448,0.011312,0.497033,32
roberta,sum,fb237_v1_ind,50,1000,80,3,0.6191,0.042361,0.632067,0.038288,0.492567,0.048547,0.5011,0.051844,0.5011,0.051844,0.718033,0.019726,0.857433,0.013506,0.495733,32.7
roberta,sum,fb237_v1_ind,175,1000,64,3,0.6157,0.03777,0.621267,0.034766,0.484367,0.056393,0.486667,0.049617,0.486667,0.049617,0.708467,0.037462,0.8481,0.021254,0.490267,86.733333
roberta,sum,fb237_v1_ind,200,1000,80,3,0.613867,0.016871,0.629767,0.028552,0.478267,0.021284,0.493167,0.029602,0.493167,0.029602,0.7168,0.043314,0.860767,0.022008,0.4935,103
roberta,sum,fb237_v1_ind,75,1000,64,3,0.613767,0.024609,0.632267,0.027516,0.481967,0.031151,0.505733,0.034861,0.505733,0.034861,0.7133,0.024438,0.854333,0.018451,0.4995,43.866667
roberta,sum,fb237_v1_ind,100,1000,64,3,0.6129,0.030668,0.625567,0.01797,0.480467,0.039323,0.494533,0.017962,0.494533,0.017962,0.711667,0.024471,0.851267,0.018925,0.495167,55.1
roberta,sum,fb237_v1_ind,150,1000,64,3,0.6124,0.037546,0.627867,0.035109,0.484267,0.048811,0.502567,0.039643,0.502567,0.039643,0.705267,0.042838,0.8402,0.025649,0.4948,78.2
roberta,sum,fb237_v1_ind,125,1000,64,3,0.611567,0.020275,0.627767,0.021405,0.478467,0.030464,0.4994,0.034931,0.4994,0.034931,0.714867,0.0176,0.851267,0.018925,0.4923,65.5
roberta,sum,fb237_v1_ind,200,1000,64,3,0.599467,0.032395,0.6037,0.009354,0.463733,0.032788,0.469167,0.008358,0.469167,0.008358,0.6861,0.022226,0.832133,0.0119,0.477733,101.533333
roberta,sum,fb237_v1_ind,175,1000,48,3,0.5911,0.03086,0.606433,0.021794,0.458633,0.030725,0.4756,0.019243,0.4756,0.019243,0.691033,0.042754,0.835433,0.029865,0.475567,86.733333
roberta,sum,fb237_v1_ind,200,1000,48,3,0.5897,0.023048,0.6008,0.008054,0.451767,0.022826,0.4661,0.019598,0.4661,0.019598,0.684533,0.010458,0.827433,0.013787,0.4723,99.8
roberta,sum,fb237_v1_ind,100,1000,48,3,0.586733,0.027036,0.599767,0.016489,0.4454,0.032964,0.4662,0.031354,0.4662,0.031354,0.6781,0.02032,0.8306,0.017237,0.4649,54.7
roberta,sum,fb237_v1_ind,50,1000,48,3,0.5796,0.035665,0.594533,0.009735,0.442433,0.039057,0.4628,0.009189,0.4628,0.009189,0.667,0.027077,0.830533,0.018195,0.4642,31.533333
roberta,sum,fb237_v1_ind,75,1000,48,3,0.578133,0.040588,0.600067,0.030317,0.444067,0.043242,0.470767,0.038011,0.470767,0.038011,0.681267,0.0337,0.829,0.023506,0.459167,43.733333
roberta,sum,fb237_v1_ind,150,1000,48,3,0.5703,0.028825,0.5884,0.031689,0.437067,0.025173,0.452033,0.039467,0.452033,0.039467,0.678333,0.031007,0.822767,0.03691,0.4498,77.633333
roberta,sum,fb237_v1_ind,125,1000,48,3,0.561067,0.025271,0.573233,0.019212,0.424,0.031233,0.4392,0.02978,0.4392,0.02978,0.649733,0.010617,0.821167,0.023226,0.4393,65.6
roberta,sum,fb237_v1_ind,175,1000,32,3,0.549133,0.018799,0.5602,0.018526,0.417267,0.028807,0.424967,0.029425,0.424967,0.029425,0.638767,0.023782,0.8116,0.01834,0.429733,86.933333
roberta,sum,fb237_v1_ind,100,1000,32,3,0.547667,0.01764,0.556833,0.019458,0.419033,0.032959,0.426533,0.028043,0.426533,0.028043,0.632367,0.014215,0.8006,0.025205,0.427733,54.766667
roberta,sum,fb237_v1_ind,200,1000,32,3,0.5469,0.023396,0.5571,0.022152,0.4204,0.02358,0.421767,0.033139,0.421767,0.033139,0.632367,0.028267,0.8101,0.0264,0.431433,101.633333
roberta,sum,fb237_v1_ind,125,1000,32,3,0.5453,0.020488,0.552867,0.028096,0.415533,0.026452,0.415633,0.040549,0.415633,0.040549,0.632533,0.02537,0.795767,0.017407,0.422067,65.633333
roberta,sum,fb237_v1_ind,150,1000,32,3,0.544567,0.028604,0.554833,0.023935,0.420733,0.033264,0.424933,0.030471,0.424933,0.030471,0.6276,0.03647,0.805333,0.023133,0.4299,77.9
roberta,sum,fb237_v1_ind,75,1000,32,3,0.534667,0.007801,0.550233,0.003745,0.400167,0.014768,0.416933,0.015546,0.416933,0.015546,0.6178,0.025531,0.798867,0.01205,0.420233,43.8
roberta,sum,fb237_v1_ind,50,1000,32,3,0.531367,0.021167,0.543633,0.034801,0.405067,0.013748,0.410967,0.045167,0.410967,0.045167,0.619933,0.024728,0.7835,0.057455,0.416567,30.866667
roberta,sum,fb237_v1_ind,125,1000,16,3,0.477033,0.031878,0.4706,0.041458,0.346733,0.051883,0.321933,0.05284,0.321933,0.05284,0.549867,0.039103,0.7516,0.044094,0.3455,60.1
roberta,sum,fb237_v1_ind,75,1000,16,3,0.476467,0.034756,0.475167,0.034137,0.346867,0.054964,0.325133,0.050356,0.325133,0.050356,0.560867,0.025676,0.75,0.035288,0.3403,40.966667
roberta,sum,fb237_v1_ind,150,1000,16,3,0.475967,0.015536,0.473467,0.034116,0.342567,0.026747,0.3283,0.045836,0.3283,0.045836,0.551433,0.028195,0.7593,0.017504,0.339333,68.933333
roberta,sum,fb237_v1_ind,100,1000,16,3,0.475333,0.026881,0.464233,0.03897,0.336367,0.039376,0.315633,0.057481,0.315633,0.057481,0.540667,0.026431,0.760767,0.010778,0.337133,48.633333
roberta,sum,fb237_v1_ind,50,1000,16,3,0.464033,0.026594,0.467533,0.034822,0.330667,0.027846,0.321933,0.050302,0.321933,0.050302,0.539067,0.02378,0.7656,0.012786,0.322633,24.666667
roberta,sum,fb237_v1_ind,175,1000,16,3,0.447733,0.069469,0.4444,0.03534,0.314,0.085302,0.299233,0.028337,0.299233,0.028337,0.5113,0.054043,0.728733,0.043545,0.307333,76.2
roberta,sum,fb237_v1_ind,200,1000,16,3,0.4458,0.06638,0.4441,0.029956,0.3107,0.082703,0.293,0.021481,0.293,0.021481,0.528733,0.057855,0.725633,0.042849,0.303,86.733333
