model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v2_ind_seed7009,100,10.0,16,7009,0.5782,0.5733,0.914,0.7394,0.7254,0.5733,0.8513,0.9461,237.4,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v2_ind_seed7001,100,10.0,32,7001,0.6204,0.6034,0.9147,0.7614,0.7538,0.6034,0.8827,0.968,230.0,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7005,100,10.0,32,7005,0.6611,0.6155,0.9116,0.7918,0.7617,0.6155,0.895,0.9664,232.8,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v2_ind_seed7009,100,10.0,32,7009,0.5846,0.5711,0.9137,0.7422,0.7276,0.5711,0.8534,0.9655,235.3,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v2_ind_seed7001,100,10.0,48,7001,0.6204,0.6226,0.9149,0.7679,0.7691,0.6226,0.8998,0.9765,239.6,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7005,100,10.0,48,7005,0.6484,0.6029,0.9106,0.7872,0.7596,0.6029,0.9118,0.9643,235.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7009,100,10.0,48,7009,0.591,0.597,0.914,0.7473,0.7408,0.597,0.8621,0.9569,236.2,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v2_ind_seed7001,100,10.0,64,7001,0.6356,0.6311,0.9149,0.7759,0.7716,0.6311,0.8977,0.9701,239.0,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7005,100,10.0,64,7005,0.6568,0.605,0.9119,0.7856,0.7588,0.605,0.8992,0.9706,240.1,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7009,100,10.0,64,7009,0.5931,0.5841,0.914,0.7519,0.737,0.5841,0.8578,0.9612,233.4,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v2_ind_seed7001,100,10.0,80,7001,0.6377,0.6269,0.9149,0.7763,0.7722,0.6269,0.9019,0.9723,239.7,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v2_ind_seed7005,100,10.0,80,7005,0.6547,0.6113,0.9121,0.7856,0.7628,0.6113,0.9013,0.9748,243.3,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v2_ind_seed7009,100,10.0,80,7009,0.5803,0.5647,0.9135,0.7448,0.7225,0.5647,0.8534,0.9547,239.3,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7001,100,10.0,96,7001,0.6291,0.6205,0.9145,0.7741,0.765,0.6205,0.8891,0.9765,242.8,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7005,100,10.0,96,7005,0.6716,0.6218,0.8913,0.791,0.7602,0.6218,0.8739,0.9643,242.8,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7009,100,10.0,96,7009,0.5846,0.5754,0.9142,0.7447,0.7302,0.5754,0.8621,0.9526,240.8,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v2_ind_seed7001,100,50.0,16,7001,0.6659,0.6418,0.8688,0.7942,0.7805,0.6418,0.8998,0.9787,243.0,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7005,100,50.0,16,7005,0.6863,0.6639,0.8541,0.8048,0.796,0.6639,0.916,0.9706,238.9,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7009,100,50.0,16,7009,0.606,0.6142,0.8541,0.7565,0.7518,0.6142,0.8621,0.9634,237.3,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7001,100,50.0,32,7001,0.6725,0.6461,0.8897,0.8009,0.785,0.6461,0.9083,0.9787,235.0,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v2_ind_seed7005,100,50.0,32,7005,0.6737,0.6576,0.865,0.8018,0.7893,0.6576,0.9055,0.9706,239.8,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7009,100,50.0,32,7009,0.606,0.6315,0.894,0.7613,0.7649,0.6315,0.8772,0.9677,233.1,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7001,100,50.0,48,7001,0.6616,0.6482,0.8957,0.7933,0.7879,0.6482,0.919,0.9787,242.9,Reach max iteration 50 | best_iter=37
roberta,sum,fb237_v2_ind_seed7005,100,50.0,48,7005,0.68,0.6513,0.8735,0.8068,0.7894,0.6513,0.9202,0.9727,235.3,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7009,100,50.0,48,7009,0.6124,0.6185,0.8861,0.7661,0.761,0.6185,0.8772,0.9634,237.2,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7001,100,50.0,64,7001,0.6681,0.6546,0.8563,0.7948,0.7872,0.6546,0.9019,0.9787,237.8,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7005,100,50.0,64,7005,0.6905,0.6471,0.8317,0.8084,0.7816,0.6471,0.9013,0.9643,241.2,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7009,100,50.0,64,7009,0.621,0.6207,0.8986,0.7693,0.7613,0.6207,0.875,0.9591,239.9,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7001,100,50.0,80,7001,0.6659,0.6525,0.8928,0.7966,0.7913,0.6525,0.9126,0.9829,238.8,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v2_ind_seed7005,100,50.0,80,7005,0.6905,0.6534,0.8831,0.8096,0.7907,0.6534,0.9223,0.979,237.9,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7009,100,50.0,80,7009,0.6167,0.6228,0.8861,0.7706,0.7632,0.6228,0.8836,0.972,240.5,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7001,100,50.0,96,7001,0.6725,0.6461,0.8469,0.8025,0.7817,0.6461,0.9041,0.9808,235.9,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7005,100,50.0,96,7005,0.6842,0.6534,0.8916,0.8038,0.7909,0.6534,0.9202,0.979,236.7,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7009,100,50.0,96,7009,0.6167,0.6293,0.8957,0.7693,0.7641,0.6293,0.8901,0.9634,243.2,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v2_ind_seed7001,100,100.0,16,7001,0.6855,0.6588,0.8083,0.8069,0.7875,0.6588,0.9019,0.9744,236.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,100,100.0,16,7005,0.7032,0.6681,0.8145,0.8146,0.7979,0.6681,0.9202,0.9706,231.7,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7009,100,100.0,16,7009,0.6403,0.6379,0.8205,0.7802,0.7708,0.6379,0.8793,0.9741,232.6,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v2_ind_seed7001,100,100.0,32,7001,0.679,0.6695,0.826,0.8054,0.8,0.6695,0.9211,0.9872,233.1,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7005,100,100.0,32,7005,0.7053,0.6849,0.8223,0.8161,0.8083,0.6849,0.9244,0.979,239.4,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7009,100,100.0,32,7009,0.6445,0.6466,0.838,0.786,0.774,0.6466,0.8772,0.9763,238.7,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7001,100,100.0,48,7001,0.679,0.6716,0.8248,0.8042,0.7987,0.6716,0.9104,0.9829,236.6,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,100,100.0,48,7005,0.7011,0.687,0.8298,0.8142,0.8085,0.687,0.916,0.9769,237.0,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7009,100,100.0,48,7009,0.6403,0.6444,0.838,0.784,0.7785,0.6444,0.8944,0.9741,235.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7001,100,100.0,64,7001,0.6855,0.661,0.8095,0.8075,0.7925,0.661,0.9019,0.9765,234.2,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,100,100.0,64,7005,0.7158,0.6912,0.8336,0.8216,0.8127,0.6912,0.9286,0.979,238.6,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7009,100,100.0,64,7009,0.6488,0.653,0.8274,0.786,0.7792,0.653,0.8793,0.9741,236.8,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7001,100,100.0,80,7001,0.6725,0.6738,0.8354,0.8031,0.8032,0.6738,0.919,0.9851,229.8,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7005,100,100.0,80,7005,0.72,0.6849,0.8377,0.8241,0.8086,0.6849,0.9202,0.979,239.8,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v2_ind_seed7009,100,100.0,80,7009,0.6424,0.6466,0.8157,0.7845,0.7773,0.6466,0.8836,0.9763,236.6,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7001,100,100.0,96,7001,0.6725,0.6802,0.8222,0.8024,0.8043,0.6802,0.9147,0.9808,235.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,100,100.0,96,7005,0.7011,0.6828,0.8457,0.8162,0.8082,0.6828,0.9223,0.9811,239.1,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v2_ind_seed7009,100,100.0,96,7009,0.6424,0.6358,0.8551,0.7811,0.7687,0.6358,0.8793,0.9677,236.6,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7001,100,500.0,16,7001,0.6074,0.6162,0.6233,0.7374,0.7315,0.6162,0.8188,0.9168,117.4,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7005,100,500.0,16,7005,0.5979,0.6092,0.6238,0.7193,0.7327,0.6092,0.8298,0.9286,118.8,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v2_ind_seed7009,100,500.0,16,7009,0.5974,0.5625,0.6224,0.717,0.6909,0.5625,0.7866,0.9052,114.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7001,100,500.0,32,7001,0.6291,0.6375,0.6521,0.7562,0.7547,0.6375,0.8465,0.951,129.6,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7005,100,500.0,32,7005,0.6295,0.6408,0.6501,0.7509,0.7627,0.6408,0.8634,0.9454,119.6,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7009,100,500.0,32,7009,0.6231,0.5927,0.6551,0.7463,0.7186,0.5927,0.8125,0.9289,132.5,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v2_ind_seed7001,100,500.0,48,7001,0.6334,0.6546,0.6716,0.763,0.7698,0.6546,0.8614,0.9552,156.1,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v2_ind_seed7005,100,500.0,48,7005,0.64,0.6534,0.6663,0.7605,0.771,0.6534,0.8613,0.9496,155.1,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v2_ind_seed7009,100,500.0,48,7009,0.6381,0.6056,0.6667,0.7592,0.7326,0.6056,0.8276,0.9289,154.1,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7001,100,500.0,64,7001,0.6486,0.6461,0.6725,0.7722,0.7606,0.6461,0.8486,0.9552,165.8,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,100,500.0,64,7005,0.64,0.6534,0.6735,0.7617,0.7745,0.6534,0.8782,0.958,160.2,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7009,100,500.0,64,7009,0.6445,0.6099,0.678,0.7628,0.734,0.6099,0.8405,0.9332,172.2,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7001,100,500.0,80,7001,0.6443,0.661,0.6886,0.7724,0.7757,0.661,0.8635,0.9552,179.4,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7005,100,500.0,80,7005,0.6547,0.6555,0.6868,0.771,0.7774,0.6555,0.8761,0.9622,178.6,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v2_ind_seed7009,100,500.0,80,7009,0.6445,0.6185,0.69,0.7656,0.7447,0.6185,0.8491,0.9375,180.6,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7001,100,500.0,96,7001,0.6464,0.6546,0.6997,0.7732,0.7741,0.6546,0.8742,0.9595,204.7,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7005,100,500.0,96,7005,0.6568,0.6681,0.6914,0.7753,0.7837,0.6681,0.8739,0.9601,200.3,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v2_ind_seed7009,100,500.0,96,7009,0.651,0.6142,0.6965,0.7712,0.7435,0.6142,0.8448,0.944,200.9,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7001,100,1000.0,16,7001,0.4967,0.5139,0.4786,0.6157,0.6283,0.5139,0.6887,0.8209,114.2,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7005,100,1000.0,16,7005,0.4863,0.5105,0.5021,0.6099,0.6329,0.5105,0.7185,0.8403,113.9,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7009,100,1000.0,16,7009,0.5182,0.472,0.5056,0.6374,0.6028,0.472,0.6789,0.8211,113.9,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7001,100,1000.0,32,7001,0.5358,0.5544,0.5228,0.664,0.6692,0.5544,0.7399,0.8635,115.1,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7005,100,1000.0,32,7005,0.5137,0.5273,0.5221,0.6383,0.6603,0.5273,0.75,0.8739,113.9,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7009,100,1000.0,32,7009,0.5203,0.4957,0.5133,0.6456,0.6212,0.4957,0.6918,0.8427,115.6,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7001,100,1000.0,48,7001,0.5553,0.5693,0.5536,0.6865,0.693,0.5693,0.7783,0.8827,115.9,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7005,100,1000.0,48,7005,0.5453,0.5609,0.5552,0.6722,0.6927,0.5609,0.7878,0.8992,118.0,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v2_ind_seed7009,100,1000.0,48,7009,0.5289,0.4978,0.5383,0.6602,0.6299,0.4978,0.7091,0.8621,116.8,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7001,100,1000.0,64,7001,0.5662,0.597,0.5778,0.7004,0.7145,0.597,0.7996,0.9019,123.6,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7005,100,1000.0,64,7005,0.5263,0.5483,0.5513,0.6614,0.6812,0.5483,0.7752,0.8992,119.7,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v2_ind_seed7009,100,1000.0,64,7009,0.5396,0.5259,0.5667,0.6747,0.6628,0.5259,0.7608,0.8901,119.3,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v2_ind_seed7001,100,1000.0,80,7001,0.5683,0.6013,0.5827,0.7061,0.7193,0.6013,0.8038,0.9062,132.2,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7005,100,1000.0,80,7005,0.5747,0.5945,0.589,0.7021,0.7207,0.5945,0.8193,0.9181,136.5,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7009,100,1000.0,80,7009,0.5782,0.5496,0.5924,0.7011,0.6787,0.5496,0.7651,0.9116,137.6,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7001,100,1000.0,96,7001,0.5944,0.6098,0.5903,0.7215,0.7275,0.6098,0.8124,0.919,151.4,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7005,100,1000.0,96,7005,0.5811,0.5903,0.6011,0.7072,0.7216,0.5903,0.8256,0.9328,139.2,Reach max iteration 50 | best_iter=34
roberta,sum,fb237_v2_ind_seed7009,100,1000.0,96,7009,0.5782,0.556,0.5967,0.7073,0.6869,0.556,0.7802,0.9138,141.4,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v2_ind_seed7001,125,1.0,16,7001,0.5857,0.6077,0.9154,0.7347,0.7483,0.6077,0.8635,0.9616,280.3,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7005,125,1.0,16,7005,0.6253,0.6071,0.9128,0.7591,0.7496,0.6071,0.8782,0.9496,273.5,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7009,125,1.0,16,7009,0.5332,0.5603,0.9147,0.7054,0.7107,0.5603,0.8362,0.9375,285.3,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7001,125,1.0,32,7001,0.603,0.6055,0.8801,0.745,0.7441,0.6055,0.8614,0.9488,283.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7005,125,1.0,32,7005,0.6211,0.6197,0.9123,0.7586,0.7589,0.6197,0.8866,0.9622,285.6,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7009,125,1.0,32,7009,0.5525,0.5539,0.9147,0.7183,0.7106,0.5539,0.8427,0.9397,283.7,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,125,1.0,48,7001,0.5965,0.5991,0.9154,0.7481,0.7455,0.5991,0.8721,0.9531,286.4,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7005,125,1.0,48,7005,0.6168,0.6008,0.9123,0.7598,0.748,0.6008,0.8739,0.9601,280.2,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7009,125,1.0,48,7009,0.5632,0.5625,0.9144,0.7254,0.7174,0.5625,0.8578,0.9418,286.4,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,125,1.0,64,7001,0.6334,0.6055,0.9154,0.7643,0.7448,0.6055,0.8635,0.9488,293.2,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7005,125,1.0,64,7005,0.64,0.5966,0.9085,0.7711,0.7437,0.5966,0.8697,0.958,279.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7009,125,1.0,64,7009,0.5503,0.5668,0.9144,0.7172,0.7163,0.5668,0.8341,0.9375,288.4,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v2_ind_seed7001,125,1.0,80,7001,0.6226,0.5864,0.9109,0.765,0.7371,0.5864,0.8678,0.9574,284.3,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7005,125,1.0,80,7005,0.6274,0.6261,0.8819,0.7628,0.7625,0.6261,0.8908,0.9559,289.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7009,125,1.0,80,7009,0.5567,0.5668,0.9144,0.7183,0.7224,0.5668,0.8685,0.9483,289.6,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,125,1.0,96,7001,0.6356,0.6311,0.79,0.7638,0.757,0.6311,0.8657,0.9424,289.9,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7005,125,1.0,96,7005,0.6295,0.5798,0.9123,0.766,0.7352,0.5798,0.8613,0.9517,291.7,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v2_ind_seed7009,125,1.0,96,7009,0.5782,0.5927,0.8623,0.7296,0.7317,0.5927,0.847,0.9526,287.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7001,125,5.0,16,7001,0.6161,0.6098,0.9152,0.759,0.7571,0.6098,0.8891,0.9659,275.8,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v2_ind_seed7005,125,5.0,16,7005,0.6463,0.6113,0.9121,0.7757,0.7585,0.6113,0.8992,0.958,274.3,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7009,125,5.0,16,7009,0.5567,0.5776,0.9142,0.7238,0.7265,0.5776,0.8362,0.9591,284.7,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v2_ind_seed7001,125,5.0,32,7001,0.6052,0.6098,0.9154,0.756,0.7572,0.6098,0.8827,0.9659,284.6,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v2_ind_seed7005,125,5.0,32,7005,0.6421,0.6176,0.9121,0.7792,0.763,0.6176,0.8992,0.9622,287.2,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v2_ind_seed7009,125,5.0,32,7009,0.5803,0.5841,0.9142,0.7406,0.7341,0.5841,0.8642,0.9547,277.9,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v2_ind_seed7001,125,5.0,48,7001,0.6139,0.6055,0.8693,0.7618,0.7556,0.6055,0.8891,0.9723,277.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7005,125,5.0,48,7005,0.6379,0.6071,0.9121,0.7772,0.7589,0.6071,0.8971,0.9685,282.3,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v2_ind_seed7009,125,5.0,48,7009,0.576,0.5841,0.9142,0.7368,0.7335,0.5841,0.8707,0.9526,285.7,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v2_ind_seed7001,125,5.0,64,7001,0.6356,0.6183,0.9149,0.7717,0.7599,0.6183,0.8849,0.9616,289.8,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7005,125,5.0,64,7005,0.6463,0.5987,0.9119,0.781,0.7517,0.5987,0.8929,0.9622,283.6,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7009,125,5.0,64,7009,0.5739,0.5862,0.9144,0.7369,0.7351,0.5862,0.8578,0.9612,277.3,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7001,125,5.0,80,7001,0.6182,0.6162,0.9152,0.765,0.7588,0.6162,0.8849,0.9616,288.4,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v2_ind_seed7005,125,5.0,80,7005,0.6442,0.6197,0.9121,0.7775,0.7653,0.6197,0.9013,0.9643,287.0,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v2_ind_seed7009,125,5.0,80,7009,0.5931,0.5733,0.9142,0.7459,0.7272,0.5733,0.8578,0.9612,288.5,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v2_ind_seed7001,125,5.0,96,7001,0.6486,0.6439,0.8191,0.7748,0.767,0.6439,0.8721,0.9616,286.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7005,125,5.0,96,7005,0.6379,0.6092,0.9121,0.7759,0.7599,0.6092,0.8992,0.9664,292.1,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7009,125,5.0,96,7009,0.5846,0.569,0.9142,0.743,0.7305,0.569,0.8772,0.9698,285.9,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,125,10.0,16,7001,0.6269,0.6269,0.9149,0.7638,0.7639,0.6269,0.8934,0.968,280.4,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v2_ind_seed7005,125,10.0,16,7005,0.6484,0.6008,0.9119,0.7797,0.7519,0.6008,0.8887,0.9559,283.4,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v2_ind_seed7009,125,10.0,16,7009,0.5846,0.569,0.914,0.7375,0.7242,0.569,0.8534,0.9504,279.9,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v2_ind_seed7001,125,10.0,32,7001,0.6139,0.6098,0.9149,0.7634,0.7563,0.6098,0.8891,0.9701,286.1,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v2_ind_seed7005,125,10.0,32,7005,0.6463,0.6155,0.9119,0.7816,0.7613,0.6155,0.9034,0.9643,291.5,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v2_ind_seed7009,125,10.0,32,7009,0.591,0.5797,0.914,0.7474,0.7301,0.5797,0.8534,0.9591,288.3,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v2_ind_seed7001,125,10.0,48,7001,0.6161,0.6269,0.9149,0.7648,0.7708,0.6269,0.9062,0.9765,280.7,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v2_ind_seed7005,125,10.0,48,7005,0.6484,0.6155,0.9119,0.7847,0.7658,0.6155,0.9055,0.9727,283.2,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7009,125,10.0,48,7009,0.5782,0.5948,0.8894,0.7381,0.7346,0.5948,0.8534,0.9526,286.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7001,125,10.0,64,7001,0.6356,0.6205,0.9142,0.775,0.7637,0.6205,0.8934,0.968,289.9,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,125,10.0,64,7005,0.6505,0.6092,0.9114,0.7876,0.7592,0.6092,0.895,0.9685,283.9,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7009,125,10.0,64,7009,0.5846,0.5905,0.914,0.7435,0.7402,0.5905,0.8621,0.9569,286.8,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v2_ind_seed7001,125,10.0,80,7001,0.6356,0.6354,0.9149,0.7765,0.7727,0.6354,0.8977,0.9744,285.4,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7005,125,10.0,80,7005,0.6442,0.6218,0.9119,0.7789,0.7685,0.6218,0.9076,0.9685,285.7,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v2_ind_seed7009,125,10.0,80,7009,0.5953,0.5797,0.9142,0.7507,0.7314,0.5797,0.8621,0.9612,286.1,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v2_ind_seed7001,125,10.0,96,7001,0.6291,0.6162,0.9149,0.774,0.7654,0.6162,0.9083,0.968,286.1,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v2_ind_seed7005,125,10.0,96,7005,0.6632,0.6197,0.9119,0.7913,0.7673,0.6197,0.9097,0.9685,290.1,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7009,125,10.0,96,7009,0.5889,0.5927,0.9142,0.7503,0.744,0.5927,0.8772,0.9677,291.1,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v2_ind_seed7001,125,50.0,16,7001,0.6551,0.6397,0.8722,0.7916,0.7821,0.6397,0.9104,0.9787,285.8,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7005,125,50.0,16,7005,0.68,0.6597,0.8471,0.8026,0.7938,0.6597,0.916,0.979,282.0,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7009,125,50.0,16,7009,0.5974,0.6034,0.8923,0.7551,0.7525,0.6034,0.8772,0.9547,279.5,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v2_ind_seed7001,125,50.0,32,7001,0.6551,0.6652,0.8789,0.7913,0.7964,0.6652,0.9126,0.9808,284.8,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,125,50.0,32,7005,0.6758,0.6555,0.8694,0.8045,0.7917,0.6555,0.9223,0.9727,288.0,Reach max iteration 50 | best_iter=6
